title	authors	journal	year	pmid	pmcid	doi
Food insecurity and disasters: predicting disparities in total and first-time food pantry visits during the COVID-19 pandemic.	Drake AJ, Phillips LA, Karna B, Murugesan SB, Villa LK, Smith NA.	Food security	2023	36589859	PMC9789372	10.1007/s12571-022-01336-2
Towards proactive palliative care in oncology: developing an explainable EHR-based machine learning model for mortality risk prediction.	Zhuang Q, Zhang AY, Cong RSTY, Yang GM, Neo PSH, Tan DS, Chua ML, Tan IB, Wong FY, Eng Hock Ong M, Shao Wei Lam S, Liu N.	BMC palliative care	2024	38769564	PMC11103848	10.1186/s12904-024-01457-9
QUANTITATIVE OPTICAL COHERENCE TOMOGRAPHY ANGIOGRAPHY FEATURES FOR OBJECTIVE CLASSIFICATION AND STAGING OF DIABETIC RETINOPATHY.	Alam M, Zhang Y, Lim JI, Chan RVP, Yang M, Yao X.	Retina (Philadelphia, Pa.)	2020	31972803	PMC6494740	10.1097/iae.0000000000002373
The predictability of dentoskeletal factors for soft-tissue chin strain during lip closure.	Yu YH, Kim YJ, Lee DY, Lim YK.	Korean journal of orthodontics	2013	24396737	PMC3879284	10.4041/kjod.2013.43.6.279
Deep convolutional neural networks: Outperforming established algorithms in the evaluation of industrial optical coherence tomography (OCT) images of pharmaceutical coatings.	Wolfgang M, Weißensteiner M, Clarke P, Hsiao WK, Khinast JG.	International journal of pharmaceutics: X	2020	33294841	PMC7689324	10.1016/j.ijpx.2020.100058
Using Artificial Intelligence to Predict Cirrhosis From Computed Tomography Scans.	Mazumder NR, Enchakalody B, Zhang P, Su GL.	Clinical and translational gastroenterology	2023	37436183	PMC10584300	10.14309/ctg.0000000000000616
FACES: A Deep-Learning-Based Parametric Model to Improve Rosacea Diagnoses.	Park S, Chien AL, Lin B, Li K.	Applied sciences (Basel, Switzerland)	2023	38282829	PMC10817774	10.3390/app13020970
Long-Term Predictive Modelling of the Craniofacial Complex Using Machine Learning on 2D Cephalometric Radiographs.	Myers M, Brown MD, Badirli S, Eckert GJ, Johnson DH, Turkkahraman H.	International dental journal	2025	39757033	PMC11806318	10.1016/j.identj.2024.12.023
Characterization of missing values in untargeted MS-based metabolomics data and evaluation of missing data handling strategies.	Do KT, Wahl S, Raffler J, Molnos S, Laimighofer M, Adamski J, Suhre K, Strauch K, Peters A, Gieger C, Langenberg C, Stewart ID, Theis FJ, Grallert H, Kastenmüller G, Krumsiek J.	Metabolomics : Official journal of the Metabolomic Society	2018	30830398	PMC6153696	10.1007/s11306-018-1420-2
Development, validation, and transportability of several machine-learned, non-exercise-based VO&lt;sub&gt;2max&lt;/sub&gt; prediction models for older adults.	Schumacher BT, LaMonte MJ, LaCroix AZ, Simonsick EM, Hooker SP, Parada H, Bellettiere J, Kumar A.	Journal of sport and health science	2024	38428731	PMC11282333	10.1016/j.jshs.2024.02.004
Quantifying dysmorphologies of the neurocranium using artificial neural networks.	Abdel-Alim T, Tapia Chaca F, Mathijssen IMJ, Dirven CMF, Niessen WJ, Wolvius EB, van Veelen MC, Roshchupkin GV.	Journal of anatomy	2024	38760946	PMC11547242	10.1111/joa.14061
Early prediction of need for invasive mechanical ventilation in the neonatal intensive care unit using artificial intelligence and electronic health records: a clinical study.	Kim Y, Kim H, Choi J, Cho K, Yoo D, Lee Y, Park SJ, Jeong MH, Jeong SH, Park KH, Byun SY, Kim T, Ahn SH, Cho WH, Lee N.	BMC pediatrics	2023	37872515	PMC10591351	10.1186/s12887-023-04350-1
Emulator-Based Bayesian Calibration of the CISNET Colorectal Cancer Models.	Pineda-Antunez C, Seguin C, van Duuren LA, Knudsen AB, Davidi B, Nascimento de Lima P, Rutter C, Kuntz KM, Lansdorp-Vogelaar I, Collier N, Ozik J, Alarid-Escudero F.	Medical decision making : an international journal of the Society for Medical Decision Making	2024	38858832	PMC11281870	10.1177/0272989x241255618
[Clinical Study of Artificial Intelligence-assisted Diagnosis System in Predicting the  Invasive Subtypes of Early-stage Lung Adenocarcinoma Appearing as Pulmonary Nodules].	Su Z, Mao W, Li B, Zheng Z, Yang B, Ren M, Song T, Feng H, Meng Y.	Zhongguo fei ai za zhi = Chinese journal of lung cancer	2022	35477188	PMC9051300	10.3779/j.issn.1009-3419.2022.102.12
Integrating fNIRS and machine learning: shedding light on Parkinson's disease detection.	Guevara E, Solana-Lavalle G, Rosas-Romero R.	EXCLI journal	2024	38983780	PMC11231460	10.17179/excli2024-7151
Rapid geographical source attribution of <i>Salmonella enterica</i> serovar Enteritidis genomes using hierarchical machine learning.	Bayliss SC, Locke RK, Jenkins C, Chattaway MA, Dallman TJ, Cowley LA.	eLife	2023	37042517	PMC10147375	10.7554/elife.84167
Machine learning techniques to identify putative genes involved in nitrogen catabolite repression in the yeast Saccharomyces cerevisiae.	Kontos K, Godard P, André B, van Helden J, Bontempi G.	BMC proceedings	2008	19091052	PMC2654973	10.1186/1753-6561-2-s4-s5
Leveraging AI to improve disease screening among American Indians: insights from the Strong Heart Study.	Rogers P, McCall T, Zhang Y, Reese J, Wang D, Tong W.	Experimental biology and medicine (Maywood, N.J.)	2024	39844876	PMC11750573	10.3389/ebm.2024.10341
Using explainable machine learning to investigate the relationship between childhood maltreatment, positive psychological traits, and CPTSD symptoms.	Zhou X, Liang Z, Zhang G.	European journal of psychotraumatology	2025	40007420	PMC11866650	10.1080/20008066.2025.2455800
Volumetric regional MRI and neuropsychological predictors of motor task variability in cognitively unimpaired, Mild Cognitive Impairment, and probable Alzheimer's disease older adults.	Malek-Ahmadi M, Duff K, Chen K, Su Y, King JB, Koppelmans V, Schaefer SY.	Experimental gerontology	2023	36639062	PMC9974847	10.1016/j.exger.2023.112087
Deductive automated pollen classification in environmental samples via exploratory deep learning and imaging flow cytometry.	Barnes CM, Power AL, Barber DG, Tennant RK, Jones RT, Lee GR, Hatton J, Elliott A, Zaragoza-Castells J, Haley SM, Summers HD, Doan M, Carpenter AE, Rees P, Love J.	The New phytologist	2023	37678361	PMC10594409	10.1111/nph.19186
Metabolomics of World Trade Center-Lung Injury: a machine learning approach.	Crowley G, Kwon S, Haider SH, Caraher EJ, Lam R, St-Jules DE, Liu M, Prezant DJ, Nolan A.	BMJ open respiratory research	2018	30233801	PMC6135464	10.1136/bmjresp-2017-000274
Development and Validation of a Machine Learning Prognostic Model of m5C Related immune Genes in Lung Adenocarcinoma.	Cao X, Ji Y, Li J, Liu Z, Chen C.	Cancer control : journal of the Moffitt Cancer Center	2024	38537151	PMC10976492	10.1177/10732748241237414
Cross-modal contrastive learning for unified placenta analysis using photographs.	Pan Y, Mehta M, Goldstein JA, Ngonzi J, Bebell LM, Roberts DJ, Carreon CK, Gallagher K, Walker RE, Gernand AD, Wang JZ.	Patterns (New York, N.Y.)	2024	39776848	PMC11701861	10.1016/j.patter.2024.101097
Prediction of B-cell linear epitopes with a combination of support vector machine classification and amino acid propensity identification.	Wang HW, Lin YC, Pai TW, Chang HT.	Journal of biomedicine & biotechnology	2011	21876642	PMC3163029	10.1155/2011/432830
Augmenting Community Diagnosis of Safe Ear Disease Through Tele-Myringoscopy with Borescope Using AIML Tecniques.	Katyayan A, Mishra P, Katyayan A, Kishore DM, Mishra A.	Indian journal of otolaryngology and head and neck surgery : official publication of the Association of Otolaryngologists of India	2023	37636704	PMC10447347	10.1007/s12070-023-03769-3
Generalizing the Enhanced-Deep-Super-Resolution Neural Network to Brain MR Images: A Retrospective Study on the Cam-CAN Dataset.	Fiscone C, Curti N, Ceccarelli M, Remondini D, Testa C, Lodi R, Tonon C, Manners DN, Castellani G.	eNeuro	2024	38729763	PMC11140654	10.1523/eneuro.0458-22.2023
Machine Learning Models Using Routinely Collected Clinical Data Offer Robust and Interpretable Predictions of 90-Day Unplanned Acute Care Use for Cancer Immunotherapy Patients.	Lu SC, Knafl M, Turin A, Offodile AC, Ravi V, Sidey-Gibbons C.	JCO clinical cancer informatics	2023	37001039	PMC10281452	10.1200/cci.22.00123
Eggshell biometrics for individual egg identification based on convolutional neural networks.	Chen Z, He P, He Y, Wu F, Rao X, Pan J, Lin H.	Poultry science	2023	36863120	PMC10006506	10.1016/j.psj.2023.102540
Deep convolutional neural networks based ECG beats classification to diagnose cardiovascular conditions.	Rashed-Al-Mahfuz M, Moni MA, Lio' P, Islam SMS, Berkovsky S, Khushi M, Quinn JMW.	Biomedical engineering letters	2021	34150350	PMC8155180	10.1007/s13534-021-00185-w
Transcriptomic Interpretation on Explainable AI-Guided Intuition Uncovers Premonitory Reactions of Disordering Fate in Persimmon Fruit.	Masuda K, Kuwada E, Suzuki M, Suzuki T, Niikawa T, Uchida S, Akagi T.	Plant & cell physiology	2023	37225398	PMC10700010	10.1093/pcp/pcad050
A convolutional neural network-based framework for analysis and assessment of non-linguistic sound classification and enhancement for normal hearing and cochlear implant listeners.	Shekar RCMC, Hansen JHL.	The Journal of the Acoustical Society of America	2022	36456299	PMC9637023	10.1121/10.0014955
Prediction of Postoperative Delirium in Geriatric Hip Fracture Patients: A Clinical Prediction Model Using Machine Learning Algorithms.	Oosterhoff JHF, Karhade AV, Oberai T, Franco-Garcia E, Doornberg JN, Schwab JH.	Geriatric orthopaedic surgery & rehabilitation	2021	34925951	PMC8671660	10.1177/21514593211062277
Development and technical validation of an artificial intelligence model for quantitative analysis of histopathologic features of eosinophilic esophagitis.	Archila LR, Smith L, Sihvo HK, Westerling-Bui T, Koponen V, O'Sullivan DM, Fernandez MCC, Alexander EE, Wang Y, Sivasubramaniam P, Patil A, Hopson PE, Absah I, Ravi K, Mounajjed T, Pai R, Hagen C, Hartley C, Graham RP, Moreira RK.	Journal of pathology informatics	2022	36268110	PMC9577132	10.1016/j.jpi.2022.100144
Predicting Volume of Distribution in Humans: Performance of In Silico Methods for a Large Set of Structurally Diverse Clinical Compounds.	Murad N, Pasikanti KK, Madej BD, Minnich A, McComas JM, Crouch S, Polli JW, Weber AD.	Drug metabolism and disposition: the biological fate of chemicals	2021	33239335	PMC7841422	10.1124/dmd.120.000202
Deep Learning-Assisted Quantitative Susceptibility Mapping as a Tool for Grading and Molecular Subtyping of Gliomas.	Rui W, Zhang S, Shi H, Sheng Y, Zhu F, Yao Y, Chen X, Cheng H, Zhang Y, Aili A, Yao Z, Zhang XY, Ren Y.	Phenomics (Cham, Switzerland)	2023	37325712	PMC10260708	10.1007/s43657-022-00087-6
Role of Artificial intelligence model in prediction of low back pain using T2 weighted MRI of Lumbar spine.	Muhaimil A, Pendem S, Sampathilla N, P S P, Nayak K, Chadaga K, Goswami A, M OC, Shirlal A.	F1000Research	2024	39483709	PMC11525099	10.12688/f1000research.154680.2
Direct Comparison of the Prediction of the Unbound Brain-to-Plasma Partitioning Utilizing Machine Learning Approach and Mechanistic Neuropharmacokinetic Model.	Kosugi Y, Mizuno K, Santos C, Sato S, Hosea N, Zientek M.	The AAPS journal	2021	34008121	PMC8131289	10.1208/s12248-021-00604-x
Deep learning classification of uveal melanoma based on histopathological images and identification of a novel indicator for prognosis of patients.	Wan Q, Ren X, Wei R, Yue S, Wang L, Yin H, Tang J, Zhang M, Ma K, Deng YP.	Biological procedures online	2023	37268878	PMC10239131	10.1186/s12575-023-00207-0
Supervised enhancer prediction with epigenetic pattern recognition and targeted validation.	Sethi A, Gu M, Gumusgoz E, Chan L, Yan KK, Rozowsky J, Barozzi I, Afzal V, Akiyama JA, Plajzer-Frick I, Yan C, Novak CS, Kato M, Garvin TH, Pham Q, Harrington A, Mannion BJ, Lee EA, Fukuda-Yuzawa Y, Visel A, Dickel DE, Yip KY, Sutton R, Pennacchio LA, Gerstein M.	Nature methods	2020	32737473	PMC8073243	10.1038/s41592-020-0907-8
Predictive modeling with linear machine learning can estimate glioblastoma survival in months based solely on MGMT-methylation status, age and sex.	Maragno E, Ricchizzi S, Winter NR, Hellwig SJ, Stummer W, Hahn T, Holling M.	Acta neurochirurgica	2025	39992425	PMC11850473	10.1007/s00701-025-06441-7
Enabling Data-Driven Clinical Quality Assurance: Predicting Adverse Event Reporting in Clinical Trials Using Machine Learning.	Ménard T, Barmaz Y, Koneswarakantha B, Bowling R, Popko L.	Drug safety	2019	31123940	PMC6689279	10.1007/s40264-019-00831-4
Prediction of drug-induced liver injury and cardiotoxicity using chemical structure and in vitro assay data.	Ye L, Ngan DK, Xu T, Liu Z, Zhao J, Sakamuru S, Zhang L, Zhao T, Xia M, Simeonov A, Huang R.	Toxicology and applied pharmacology	2022	36150479	PMC9561045	10.1016/j.taap.2022.116250
Enhancing Open-World Bacterial Raman Spectra Identification by Feature Regularization for Improved Resilience against Unknown Classes.	Balytskyi Y, Kalashnyk N, Hubenko I, Balytska A, McNear K.	Chemical & biomedical imaging	2024	39474520	PMC11503672	10.1021/cbmi.4c00007
Leveraging multiple data types for improved compound-kinase bioactivity prediction.	Theisen R, Wang T, Ravikumar B, Rahman R, Cichońska A.	Nature communications	2024	39217147	PMC11365929	10.1038/s41467-024-52055-5
An Improved Training Algorithm Based on Ensemble Penalized Cox Regression for Predicting Absolute Cancer Risk.	Liu L, Yang F, Fan Y, Kao C, Wang F, Yu L, He Y, Ji J, Yu Z.	China CDC weekly	2023	37007865	PMC10061827	10.46234/ccdcw2023.037
Performance of Statistical and Machine Learning Risk Prediction Models for Surveillance Benefits and Failures in Breast Cancer Survivors.	Su YR, Buist DSM, Lee JM, Ichikawa L, Miglioretti DL, Bowles EJA, Wernli KJ, Kerlikowske K, Tosteson A, Lowry KP, Henderson LM, Sprague BL, Hubbard RA.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2023	36697364	PMC10073265	10.1158/1055-9965.epi-22-0677
Development of QSAR models for <i>in silico</i> screening of antibody solubility.	Han X, Shih J, Lin Y, Chai Q, Cramer SM.	mAbs	2022	35442164	PMC9037471	10.1080/19420862.2022.2062807
Identification of Potential lncRNAs and miRNAs as Diagnostic Biomarkers for Papillary Thyroid Carcinoma Based on Machine Learning.	Yang F, Zhang J, Li B, Zhao Z, Liu Y, Zhao Z, Jing S, Wang G.	International journal of endocrinology	2021	34335744	PMC8318749	10.1155/2021/3984463
A Machine Learning Applied Diagnosis Method for Subcutaneous Cyst by Ultrasonography.	Feng H, Tang Q, Yu Z, Tang H, Yin M, Wei A.	Oxidative medicine and cellular longevity	2022	36299601	PMC9592196	10.1155/2022/1526540
Diagnosis of Monkeypox Disease Using Transfer Learning and Binary Advanced Dipper Throated Optimization Algorithm.	Alharbi AH, Towfek SK, Abdelhamid AA, Ibrahim A, Eid MM, Khafaga DS, Khodadadi N, Abualigah L, Saber M.	Biomimetics (Basel, Switzerland)	2023	37504202	PMC10807651	10.3390/biomimetics8030313
Artificial Intelligence-Based Colorectal Polyp Histology Prediction by Using Narrow-Band Image-Magnifying Colonoscopy.	Racz I, Horvath A, Kranitz N, Kiss G, Regoczi H, Horvath Z.	Clinical endoscopy	2022	34551512	PMC8831420	10.5946/ce.2021.149
Treatment response of patients with tuberculosis and HIV co-infection: a retrospective analysis of secondary data from Shanghai, China, 2010-2020.	Dong C, Zhang R, Li S, Chen J, Liu Y, Xia X, Liu G, Shen Y, Liu L, Zeng L.	Therapeutic advances in infectious disease	2025	40007941	PMC11851764	10.1177/20499361241308641
Arrhythmic sudden death survival prediction using deep learning analysis of scarring in the heart.	Popescu DM, Shade JK, Lai C, Aronis KN, Ouyang D, Moorthy MV, Cook NR, Lee DC, Kadish A, Albert CM, Wu KC, Maggioni M, Trayanova NA.	Nature cardiovascular research	2022	35464150	PMC9022904	10.1038/s44161-022-00041-9
