title	authors	journal	year	pmid	pmcid	doi
Trauma surgical simulation: discussing the replacement of live animals used as human patient simulators.	Swain C, Stathakarou N, Alzuguren P, Lemarteleur V, Moffatt R, Karlgren K.	Advances in simulation (London, England)	2024	38342893	PMC10860211	10.1186/s41077-024-00279-2
Using digital pathology to standardize and automate histological evaluations of environmental samples.	Tanabe P, Schlenk D, Forsgren KL, Pampanin DM.	Environmental toxicology and chemistry	2025	39919237	PMC11816309	10.1093/etojnl/vgae038
ASSESSING ROBUSTNESS OF CLASSIFICATION USING ANGULAR BREAKDOWN POINT.	Zhao J, Yu G, Liu Y.	Annals of statistics	2018	30294050	PMC6168219	10.1214/17-aos1661
Nomenclature in laboratory robotics and automation (IUPAC Recommendation 1994).	Skip Kingston HM, Kingstonz ML.	The Journal of automatic chemistry	1994	18924684	PMC2562828	10.1155/s1463924694000040
The constrained-disorder principle defines the functions of systems in nature.	Ilan Y.	Frontiers in network physiology	2024	39744508	PMC11688203	10.3389/fnetp.2024.1361915
Feasibility Study of a Prototype Wearable Inertial Measurement Unit for Elderly Postural Sway Assessment.	Kongsawasdi S, Wiboonsuntharangkoon C, Tajarernmuang P, Wantanajittikul K.	Journal of clinical medicine research	2024	38715558	PMC11073388	10.14740/jocmr5125
Pathology Trainee Redeployment and Education During the COVID-19 Pandemic: An Institutional Experience.	Monroig-Bosque PDC, Hsu JW, Lin MS, Shehabeldin AN, Rogers JT, Kim CF, Kalsekar AG, Jin Z, Cara LR, Barbieri AN, El-Zaatari Z, Eskandari G, Sheu TG, Tomsula JA, Long SW, Zieske AW, Leveque CM, Salazar E, Mody DR, Schwartz MR, Cykowski MD, Yi X, Powell SZ, Thomas JS.	Academic pathology	2020	32995494	PMC7503005	10.1177/2374289520953548
Harnessing host-virus evolution in antiviral therapy and immunotherapy.	Heaton SM.	Clinical & translational immunology	2019	31312450	PMC6613463	10.1002/cti2.1067
Software for Post-Processing Analysis of Strain Curves: The D-Station.	Sousa RD, Regis CDM, Silva IDS, Szewierenko P, Hortegal RA, Abensur H.	Arquivos brasileiros de cardiologia	2020	32267321	PMC7792733	10.36660/abc.20180403
Predicting the Past, Remembering the Future.	Gershman SJ.	Current opinion in behavioral sciences	2017	28920071	PMC5595248	10.1016/j.cobeha.2017.05.025
﻿Genus <i>Erica</i>: An identification aid version 4.00.	Oliver EGH, Forshaw N, Oliver IM, Volk F, Schumann AWS, Dorr LJ, Hoekstra RD, Musker SD, Nürk NM, Pirie MD, Rebelo AG.	PhytoKeys	2024	38699680	PMC11063621	10.3897/phytokeys.241.117604
The Present Shock and Time Re-appropriation in the Pandemic Era : Missed Opportunities for Science Education.	Levrini O, Fantini P, Barelli E, Branchetti L, Satanassi S, Tasquier G.	Science & education	2021	32994669	PMC7515684	10.1007/s11191-020-00159-x
Open-sourced modeling and simulating tools for decision-makers during an emerging pandemic or epidemic - Systematic evaluation of utility and usability: A scoping review update.	Lais RS, Fitzner J, Lee YK, Struckmann V.	Dialogues in health	2024	39328927	PMC11424802	10.1016/j.dialog.2024.100189
Decision-making after continuous wins or losses in a randomized guessing task: implications for how the prior selection results affect subsequent decision-making.	Dong G, Lin X, Zhou H, Du X.	Behavioral and brain functions : BBF	2014	24708897	PMC4234378	10.1186/1744-9081-10-11
A novel statistical method for interpreting the pathogenicity of rare variants.	Wang J, Liu H, Bertrand RE, Sarrion-Perdigones A, Gonzalez Y, Venken KJT, Chen R.	Genetics in medicine : official journal of the American College of Medical Genetics	2021	32884132	PMC7796914	10.1038/s41436-020-00948-3
Analytical validation of a novel multi-analyte plasma test for lung nodule characterization.	Trivedi NN, Brown JK, Rubenstein T, Rostykus AD, Fish AL, Yu H, Carbonell L, Juang A, Kamer S, Patel B, Sidhu M, Vuong D, Wang S, Beggs M, Wu AH, Arjomandi M.	Biomedical research and reviews	2018	32923944	PMC7486005	10.15761/brr.1000123
Capturing Expert Knowledge for the Personalization of Cognitive Rehabilitation: Study Combining Computational Modeling and a Participatory Design Strategy.	Faria AL, Pinho MS, Bermúdez I Badia S.	JMIR rehabilitation and assistive technologies	2018	30522994	PMC6318149	10.2196/10714
Using Metaphor to Find Meaning in Life.	Landau MJ.	Review of general psychology : journal of Division 1, of the American Psychological Association	2018	29632431	PMC5889147	10.1037/gpr0000105
Unraveling the nexus of oxidative stress, ocular diseases, and small extracellular vesicles to identify novel glaucoma biomarkers through in-depth proteomics.	Rejas-González R, Montero-Calle A, Pastora Salvador N, Crespo Carballés MJ, Ausín-González E, Sánchez-Naves J, Pardo Calderón S, Barderas R, Guzman-Aranguez A.	Redox biology	2024	39326071	PMC11462071	10.1016/j.redox.2024.103368
Impact of New Water Sources on the Overall Water Network: An Optimisation Approach.	Chagwiza G, Jones BC, Hove-Musekwa SD.	International scholarly research notices	2014	27382617	PMC4897341	10.1155/2014/958650
The future of breast cancer screening: what do participants in a breast cancer screening program think about automation using artificial intelligence?	Jonmarker O, Strand F, Brandberg Y, Lindholm P.	Acta radiologica open	2019	31839989	PMC6901736	10.1177/2058460119880315
Riemannian Variance Filtering: An Independent Filtering Scheme for Statistical Tests on Manifold-valued Data.	Zheng L, Kim HJ, Adluru N, Newton MA, Singh V.	Conference on Computer Vision and Pattern Recognition Workshops. IEEE Computer Society Conference on Computer Vision and Pattern Recognition. Workshops	2017	32355573	PMC7191643	10.1109/cvprw.2017.99
Validating the EMCV IRES Secondary Structure with Structure-Function Analysis.	Maloney A, Joseph S.	Biochemistry	2024	38081770	PMC10896073	10.1021/acs.biochem.3c00579
Pagoamide A, a Cyclic Depsipeptide Isolated from a Cultured Marine Chlorophyte, <i>Derbesia</i> sp., Using MS/MS-Based Molecular Networking.	Li Y, Yu HB, Zhang Y, Leao T, Glukhov E, Pierce ML, Zhang C, Kim H, Mao HH, Fang F, Cottrell GW, Murray TF, Gerwick L, Guan H, Gerwick WH.	Journal of natural products	2020	31916778	PMC7210564	10.1021/acs.jnatprod.9b01019
COVID-19: An opportunity to build dermatology's digital future.	Puri P, Comfere N, Pittelkow MR, Bezalel SA, Murphree DH.	Dermatologic therapy	2020	32767453	PMC7435563	10.1111/dth.14149
Should Methoxytyramine Routinely Be Included in the Guidelines for Biochemical Assessment of Pheochromocytomas and Paragangliomas?	Sweeney AT, Blake MA, Jasim S, Pacak K.	AACE clinical case reports	2025	39896939	PMC11784605	10.1016/j.aace.2024.11.005
Continuous and highly accurate multi-material extrusion-based bioprinting with optical coherence tomography imaging.	Wang J, Xu C, Yang S, Wang L, Xu M.	International journal of bioprinting	2023	37274000	PMC10236348	10.18063/ijb.707
Ratio-Based Pulse Shape Discrimination: Analytic Results for Gaussian and Poisson Noise Models.	Coakley KJ.	Journal of research of the National Institute of Standards and Technology	2021	39310797	PMC11302958	10.6028/jres.126.032
Editorial: factors influencing the outcome of total hip and knee arthroplasty.	Clement ND, Scott CEH.	Arthroplasty (London, England)	2023	38053213	PMC10698944	10.1186/s42836-023-00219-x
Coronary calcifications, the Achilles heel in coronary interventions.	Dawood M, Elwany M, Abdelgawad H, Sanhoury M, Zaki M, Elsharkawy E, Nawar M.	Postepy w kardiologii interwencyjnej = Advances in interventional cardiology	2024	38616941	PMC11008515	10.5114/aic.2024.136415
A Self-Study Curriculum in Electromyography and Nerve Conduction Studies for Residents and Fellows.	London ZN, Gallagher GW, Ebright MJ.	MedEdPORTAL : the journal of teaching and learning resources	2017	30800783	PMC6338186	10.15766/mep_2374-8265.10581
Data Science in Environmental Health Research.	Choirat C, Braun D, Kioumourtzoglou MA.	Current epidemiology reports	2019	31723546	PMC6853613	10.1007/s40471-019-00205-5
Key challenges in developing a gene therapy for Usher syndrome: machine-assisted scoping review.	Bhat R, Nallamothu B, Shethia F, Chhaya V, Khambholja K.	Journal of community genetics	2024	39549230	PMC11645336	10.1007/s12687-024-00749-0
Prospective evaluation of lateral femoral cutaneous nerve injuries during periacetabular osteotomy.	Cates RA, Boon AJ, Trousdale RT, Douge A, Sierra RJ.	Journal of hip preservation surgery	2019	31069099	PMC6501446	10.1093/jhps/hny050
Screening for regenerative therapy responders in heart failure.	Yamada S, Jeon R, Garmany A, Behfar A, Terzic A.	Biomarkers in medicine	2021	34169733	PMC8252977	10.2217/bmm-2020-0683
Precision medicine in adult and pediatric obesity: a clinical perspective.	Bomberg EM, Ryder JR, Brundage RC, Straka RJ, Fox CK, Gross AC, Oberle MM, Bramante CT, Sibley SD, Kelly AS.	Therapeutic advances in endocrinology and metabolism	2019	31384417	PMC6661805	10.1177/2042018819863022
Power of One Health: the first year of <i>Science in One Health</i>.	Zhao H, Wu LB, He L, Zhou XN.	Science in One Health	2023	39077036	PMC11262258	10.1016/j.soh.2023.100047
Large-scale automated analysis of news media: a novel computational method for obesity policy research.	Hamad R, Pomeranz JL, Siddiqi A, Basu S.	Obesity (Silver Spring, Md.)	2015	25522013	PMC4449277	10.1002/oby.20955
Science, Innovation and the Future of Humanity.	Saier MH, Trevors JT.	Journal of molecular microbiology and biotechnology	2017	28448972	PMC5804353	10.1159/000467401
The Combination of Gefitinib and Acetaminophen Exacerbates Hepatotoxicity via ROS-Mediated Apoptosis.	Xu J, Huang X, Zhou Y, Xu Z, Cai X, Yang B, He Q, Luo P, Yan H, Jin J.	Biomolecules & therapeutics	2024	38871446	PMC11392667	10.4062/biomolther.2023.209
<i>Cancer Heterogeneity and Plasticity</i> - A new journal dedicated to understanding cancer cell states and interactions with the tumor microenvironment.	Tang DG.	Cancer heterogeneity and plasticity	2024	39363905	PMC11449462	10.47248/chp2401010001
Pre-MCI and MCI: neuropsychological, clinical, and imaging features and progression rates.	Duara R, Loewenstein DA, Greig MT, Potter E, Barker W, Raj A, Schinka J, Borenstein A, Schoenberg M, Wu Y, Banko J, Potter H.	The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry	2011	21422909	PMC3175279	10.1097/jgp.0b013e3182107c69
How to Accurately and Privately Identify Anomalies.	Asif H, Papakonstantinou PA, Vaidya J.	Conference on Computer and Communications Security : proceedings of the ... conference on computer and communications security. ACM Conference on Computer and Communications Security	2019	31871434	PMC6927253	10.1145/3319535.3363209
Future challenges for UK regulation of brain organoid research.	Jackson E.	Medical law review	2025	39724196	PMC11700601	10.1093/medlaw/fwae047
Artifacts and essentialism.	Gelman SA.	Review of philosophy and psychology	2013	23976903	PMC3747004	10.1007/s13164-013-0142-7
The Influence of Social Support on the Mental Health of Elderly Individuals in Healthy Communities with the Framework of Mental Toughness.	Zhang C, Dong C.	Psychology research and behavior management	2023	37559780	PMC10408709	10.2147/prbm.s413901
Assessment of mammography experiences and satisfaction among American Indian/Alaska Native women.	Ndikum-Moffor FM, Braiuca S, Daley CM, Gajewski BJ, Engelman KK.	Women's health issues : official publication of the Jacobs Institute of Women's Health	2013	24183414	PMC3885991	10.1016/j.whi.2013.08.003
Editorial for January/February Issue of AACE Clinical Case Reports.	Jasim S.	AACE clinical case reports	2025	39896944	PMC11784618	10.1016/j.aace.2024.12.008
Methyl methacrylate and respiratory sensitization: a critical review.	Borak J, Fields C, Andrews LS, Pemberton MA.	Critical reviews in toxicology	2011	21401327	PMC3072694	10.3109/10408444.2010.532768
Clinical Implementation of Autonomous Artificial Intelligence Systems for Diabetic Eye Exams: Considerations for Success.	Wolf RM, Channa R, Lehmann HP, Abramoff MD, Liu TYA.	Clinical diabetes : a publication of the American Diabetes Association	2024	38230333	PMC10788651	10.2337/cd23-0019
An Exploration of Dutch Dermatologists' Experience and Satisfaction With Teledermatology: Sociotechnical and Complex Adaptive System Perspective.	van Sinderen F, Kuziemsky C, W Jaspers M, W Peute L.	JMIR dermatology	2024	39059000	PMC11316153	10.2196/56723
Smart Speaker and ICT Use in Relationship With Social Connectedness During the Pandemic: Loneliness and Social Isolation Found in Older Adults in Low-Income Housing.	Chung J, Gendron T, Winship J, Wood RE, Mansion N, Parsons P, Demiris G.	The Gerontologist	2024	37880825	PMC11032118	10.1093/geront/gnad145
Current status of nano-embedded growth factors and stem cells delivery to bone for targeted repair and regeneration.	Liang W, Zhou C, Liu X, Xie Q, Xia L, Liu L, Bao W, Lin H, Xiong X, Zhang H, Zheng Z, Zhao J.	Journal of orthopaedic translation	2025	39902262	PMC11788687	10.1016/j.jot.2024.12.006
Primary PCI for acute myocardial infarction in a patient with situs inversus totalis and dextrocardia.	Jain A, Jagadheesan K, Satheesh S, Anantharaj A.	Journal of cardiology cases	2021	34093905	PMC8165666	10.1016/j.jccase.2021.01.002
Digital health technology to support care and improve outcomes of chronic kidney disease patients: as a case illustration, the Withings toolkit health sensing tools.	Canaud B, Kooman J, Davenport A, Campo D, Carreel E, Morena-Carrere M, Cristol JP.	Frontiers in nephrology	2023	37675376	PMC10479582	10.3389/fneph.2023.1148565
Gambling as social practice: a complementary approach for reducing harm?	Gordon R, Reith G.	Harm reduction journal	2019	31805952	PMC6896290	10.1186/s12954-019-0342-2
A comprehensive review of dermatomyositis treatments - from rediscovered classics to promising horizons.	Sevim E, Kobrin D, Casal-Dominguez M, Pinal-Fernandez I.	Expert review of clinical immunology	2024	37842905	PMC11611049	10.1080/1744666x.2023.2270737
Systemic vascular function is associated with muscular power in older adults.	Heffernan KS, Chalé A, Hau C, Cloutier GJ, Phillips EM, Warner P, Nickerson H, Reid KF, Kuvin JT, Fielding RA.	Journal of aging research	2012	22966457	PMC3433136	10.1155/2012/386387
Assessment of mitigation strategies as tools for risk management under future uncertainties: a multi-model approach.	Mori S, Washida T, Kurosawa A, Masui T.	Sustainability science	2018	30147784	PMC6086289	10.1007/s11625-017-0521-6
Human Induced Pluripotent Stem Cells as a Disease Model System for Heart Failure.	Deicher A, Seeger T.	Current heart failure reports	2021	33215357	PMC7817647	10.1007/s11897-020-00497-5
Association of elevated preoperative blood pressure with preincision hypotension in pediatric surgical patients.	Stewart M, Scattoloni J, Tazhibi G, Nafiu OO.	Paediatric anaesthesia	2016	27291518	PMC5236010	10.1111/pan.12945
pyam: Analysis and visualisation of integrated assessment and macro-energy scenarios.	Huppmann D, Gidden MJ, Nicholls Z, Hörsch J, Lamboll R, Kishimoto PN, Burandt T, Fricko O, Byers E, Kikstra J, Brinkerink M, Budzinski M, Maczek F, Zwickl-Bernhard S, Welder L, Álvarez Quispe EF, Smith CJ.	Open research Europe	2021	37645194	PMC10446008	10.12688/openreseurope.13633.2
Environmental noise and sleep and mental health outcomes in a nationally representative sample of urban US adolescents.	Rudolph KE, Shev A, Paksarian D, Merikangas KR, Mennitt DJ, James P, Casey JA.	Environmental epidemiology (Philadelphia, Pa.)	2019	31538137	PMC6693982	10.1097/ee9.0000000000000056
Variation in predicted COVID-19 risk among lemurs and lorises.	Melin AD, Orkin JD, Janiak MC, Valenzuela A, Kuderna L, Marrone F, Ramangason H, Horvath JE, Roos C, Kitchener AC, Khor CC, Lim WK, Lee JGH, Tan P, Umapathy G, Raveendran M, Alan Harris R, Gut I, Gut M, Lizano E, Nadler T, Zinner D, Le MD, Manu S, Rabarivola CJ, Zaramody A, Andriaholinirina N, Johnson SE, Jarvis ED, Fedrigo O, Wu D, Zhang G, Farh KK, Rogers J, Marques-Bonet T, Navarro A, Juan D, Arora PS, Higham JP.	American journal of primatology	2021	33792947	PMC8250314	10.1002/ajp.23255
